PRIMARY_TAG,Date,Well,OilDay,Injgas,AnnulusA,AnnulusB,WHP,WaterDay,Choke,TotLiq,,
0,01-01-2015 00:00,A,67,5918.509157,68.03641963,78.42936992,28.87263889,0,10,67,,
8,02-01-2015 00:00,A,67,5921.934777,67.29963194,78.10724948,28.83534722,0,11,67,,
16,03-01-2015 00:00,A,66,5946.132794,67.26075634,77.40065321,28.78625,0,11,66,,
24,04-01-2015 00:00,A,66,5950.207,68.01932637,76.18234528,28.74413602,0,11,66,,
32,05-01-2015 00:00,A,66,5880.352341,68.03384182,74.71154472,28.76013889,0,11,66,,
40,06-01-2015 00:00,A,66,5873.647671,67.89195848,76.03252093,28.75659722,0,11,66,,61.49
48,07-01-2015 00:00,A,66,5868.843361,67.40210077,75.63780277,28.85930556,0,11,66,,74
56,08-01-2015 00:00,A,66,5898.130726,67.84576627,76.02537565,28.7388619,0,11,66,,24
64,09-01-2015 00:00,A,66,5907.288963,67.40661919,76.40020151,28.69729167,0,11,66,,62
72,10-01-2015 00:00,A,66,5949.695424,67.35254944,76.53075192,28.71294452,0,10,66,,
80,11-01-2015 00:00,A,66,5928.005783,67.71990048,75.53648545,28.61952278,0,10,66,,-0.244406207
88,12-01-2015 00:00,A,68,5901.328351,68.1967086,76.87234024,28.58930556,0,10,68,,
96,13-01-2015 00:00,A,68,5974.698381,67.91617813,76.97863337,28.67340278,0,8,68,,
104,14-01-2015 00:00,A,68,5899.173002,67.65669787,76.02135237,28.62,0,8,68,,
112,15-01-2015 00:00,A,68,5875.539716,67.97461785,75.41382588,28.64559334,0,8,68,,
120,16-01-2015 00:00,A,68,5873.341897,68.20705252,74.21809125,28.61375,0,8,68,,
128,17-01-2015 00:00,A,68,5907.532922,67.96233818,73.86932292,28.45729167,0,8,68,,
136,18-01-2015 00:00,A,68,5889.833488,68.30180736,75.68855685,28.36030534,0,8,68,,
144,19-01-2015 00:00,A,68,5949.316526,67.85252165,77.38865525,28.42847222,0,8,68,,
151,20-01-2015 00:00,A,68,5879.74877,67.40856113,76.20196184,28.53527778,0,8,68,,
158,21-01-2015 00:00,A,68,5983.19322,67.90451263,74.62387142,29.41076389,0,8,68,,
165,22-01-2015 00:00,A,68,5981.315706,67.85627434,73.63956312,29.39541139,0,8,68,,
172,23-01-2015 00:00,A,68,5900.657446,67.48807465,74.6713224,28.52743056,0,8,68,,
179,24-01-2015 00:00,A,68,5891.787378,67.42586732,74.69305185,28.54574022,0,8,68,,
186,25-01-2015 00:00,A,66,5910.445176,67.48663531,73.80478267,28.4979021,0,8,66,,
193,26-01-2015 00:00,A,66,5970.170455,67.63694692,75.2775186,28.44705066,0,8,66,,
200,27-01-2015 00:00,A,66,5907.625184,68.30789188,75.78096651,28.42659722,0,8,66,,
207,28-01-2015 00:00,A,66,5967.137338,67.70690703,74.90926527,28.46215278,0,8,66,,
214,29-01-2015 00:00,A,66,5900.336312,68.3965093,74.20924833,28.32449688,0,8,66,,
221,30-01-2015 00:00,A,66,5960.899851,67.88449264,75.74435775,28.31784722,0,8,66,,
228,31-01-2015 00:00,A,66,5920.620818,68.35846959,77.10878836,28.33229167,0,8,66,,
235,01-02-2015 00:00,A,66,5973.902166,68.2001809,77.00216189,28.40215128,0,8,66,,
242,02-02-2015 00:00,A,66,5923.086053,68.03031302,76.32558112,28.39069444,0,8,66,,
249,03-02-2015 00:00,A,66,5936.324891,68.40939664,75.78246358,28.34708333,0,8,66,,
256,04-02-2015 00:00,A,66,5925.226278,67.79839295,74.52488458,28.30333333,0,8,66,,
263,05-02-2015 00:00,A,66,5942.958775,67.47717445,74.26687804,28.35634976,0,8,66,,
270,06-02-2015 00:00,A,66,5912.058399,67.48050612,75.49188433,28.12006944,0,8,66,,
277,07-02-2015 00:00,A,66,5914.058863,68.27612851,74.08071674,28.08048611,0,8,66,,
284,08-02-2015 00:00,A,66,5897.485421,68.03228249,76.75572443,28.07640527,0,8,66,,
291,09-02-2015 00:00,A,66,5908.521313,67.67799141,76.78751914,28.10722222,0,8,66,,
298,10-02-2015 00:00,A,66,5915.402999,68.13903424,76.96128184,27.92291667,0,8,66,,
305,11-02-2015 00:00,A,74,6599.107948,68.23984059,76.5589998,27.50582929,0,8,74,,
312,12-02-2015 00:00,A,70,6958.560258,67.97127205,75.23522795,27.31138889,0,8,70,,
319,13-02-2015 00:00,A,70,6957.992655,67.47951829,79.13313258,27.40430556,0,8,70,,
326,14-02-2015 00:00,A,70,6937.576063,67.67321742,78.24952009,27.34330326,0,8,70,,
333,15-02-2015 00:00,A,70,6896.904985,67.94304856,76.67276154,27.31430556,0,8,70,,
340,16-02-2015 00:00,A,70,6885.219917,67.44351295,75.07092516,26.90277778,0,8,70,,
347,17-02-2015 00:00,A,70,6933.70796,67.58513081,74.44812511,27.1333796,0,8,70,,
354,18-02-2015 00:00,A,70,6907.639628,67.69207717,76.47198543,27.00854167,0,8,70,,
361,19-02-2015 00:00,A,70,6977.484702,67.97446092,79.64572687,27.22895833,0,8,70,,
368,20-02-2015 00:00,A,70,6908.632,67.94998486,76.63047318,27.14302568,0,8,70,,
375,21-02-2015 00:00,A,70,6886.815175,67.24193328,76.99033082,26.96972222,0,8,70,,
382,22-02-2015 00:00,A,70,6956.362929,67.25083746,77.96316896,27.18770833,0,8,70,,
389,23-02-2015 00:00,A,70,6913.296151,68.04306145,79.07450031,27.28841083,0,8,70,,
396,24-02-2015 00:00,A,70,6962.057746,67.12580178,77.49512536,27.303125,0,8,70,,
403,25-02-2015 00:00,A,70,6937.562674,68.04757836,78.15524384,27.21333333,0,8,70,,
410,26-02-2015 00:00,A,70,6882.624353,67.93939202,79.63460268,27.30451389,0,8,70,,
417,27-02-2015 00:00,A,70,6882.802559,67.53005705,79.09999038,27.51721027,0,8,70,,
424,28-02-2015 00:00,A,70,6919.807881,68.03411591,75.95191072,27.66548611,0,8,70,,
431,01-03-2015 00:00,A,70,6939.443173,67.11129914,75.12229982,27.60541667,0,8,70,,
438,02-03-2015 00:00,A,70,6878.135025,67.18147242,76.87825098,27.58119362,0,8,70,,
446,03-03-2015 00:00,A,67,6944.674004,67.25491563,76.13206313,27.58138889,0,8,67,,
454,04-03-2015 00:00,A,67,6874.438386,67.01282415,74.09949173,27.28520833,0,8,67,,
462,05-03-2015 00:00,A,67,6909.89498,67.91564526,77.91388876,27.29319917,0,8,67,,
470,06-03-2015 00:00,A,67,6965.182617,67.63240047,80.60685596,27.45944444,0,8,67,,
478,07-03-2015 00:00,A,67,6944.357424,67.78578223,79.91366138,27.52784722,0,8,67,,
486,08-03-2015 00:00,A,67,6864.531008,67.26231072,78.07022577,27.45954198,0,8,67,,
494,09-03-2015 00:00,A,67,6930.848862,67.72929507,78.61238471,27.34534722,0,8,67,,
502,10-03-2015 00:00,A,67,6937.477676,67.03027898,78.5119667,27.33520833,0,8,67,,
510,11-03-2015 00:00,A,67,6905.355729,67.32276103,79.0723753,27.36439972,0,8,67,,
518,12-03-2015 00:00,A,66,6879.379866,67.75743272,78.03629094,27.30993056,0,8,66,,
526,13-03-2015 00:00,A,66,6864.856479,67.08999555,76.97347642,27.06680556,0,8,66,,
534,14-03-2015 00:00,A,66,6944.737239,67.57726024,76.91693428,27.08945177,0,8,66,,
542,15-03-2015 00:00,A,66,6890.281499,67.44142126,75.91346053,27.16395833,0,8,66,,
550,16-03-2015 00:00,A,66,6932.485952,67.00955884,75.58470233,26.92090278,0,8,66,,
558,17-03-2015 00:00,A,66,6926.674781,67.01603385,76.10486063,26.52852186,0,8,66,,
566,18-03-2015 00:00,A,66,6917.411538,67.09225794,76.42500058,26.81201389,0,8,66,,
574,19-03-2015 00:00,A,66,6896.179835,67.02622872,77.58220248,26.96701389,0,8,66,,
582,20-03-2015 00:00,A,66,6903.475675,67.81084099,77.9560824,26.83795975,0,8,66,,
590,21-03-2015 00:00,A,66,6901.845225,66.95043811,76.70025898,26.84781098,0,8,66,,
598,22-03-2015 00:00,A,66,6908.134241,67.15438304,76.8238477,26.65361111,0,8,66,,
606,23-03-2015 00:00,A,66,6934.909586,67.46925467,76.4710682,26.63958333,0,8,66,,
614,24-03-2015 00:00,A,66,6884.748262,67.7413721,76.44838227,26.68584316,0,8,66,,
622,25-03-2015 00:00,A,66,6943.725264,67.30262534,75.67695845,26.63555556,0,8,66,,
630,26-03-2015 00:00,A,66,6889.767273,67.90229428,75.0997037,26.55840278,0,8,66,,
638,27-03-2015 00:00,A,65,6966.87766,67.56323435,74.20498326,26.66127689,0,8,65,,
646,28-03-2015 00:00,A,65,6979.654017,68.02607963,74.94061019,26.55847222,0,8,65,,
654,29-03-2015 00:00,A,65,6958.110633,67.85212611,73.85668043,26.59152778,0,8,65,,
662,30-03-2015 00:00,A,65,6909.013057,67.35694248,73.33260355,26.50145732,0,8,65,,
670,31-03-2015 00:00,A,65,6904.990756,67.92351858,75.06071538,26.49416667,0,8,65,,
677,01-04-2015 00:00,A,65,6913.609508,67.41743873,76.10456337,26.60131944,0,8,65,,
684,02-04-2015 00:00,A,65,6968.150513,67.7620898,75.24162831,26.59724837,0,8,65,,
691,03-04-2015 00:00,A,65,6968.408204,67.69184452,76.55607822,26.66861111,0,8,65,,
698,04-04-2015 00:00,A,65,6895.480506,68.13440615,77.15694561,27.03729167,0,8,65,,
706,05-04-2015 00:00,A,65,6927.824223,67.99397594,73.99565081,26.57265788,0,8,65,,
714,06-04-2015 00:00,A,65,7188.016347,65.65749143,73.16235611,26.11513889,0,8,65,,
722,07-04-2015 00:00,A,67,8446.615252,66.3629014,78.91531159,26.99388889,0,8,67,,
730,08-04-2015 00:00,A,67,8439.902974,67.281836,78.12787652,27.30938804,0,8,67,,
738,09-04-2015 00:00,A,67,7655.614023,70.20134617,84.49289031,30.69569444,0,8,67,,
746,10-04-2015 00:00,A,67,6934.991802,67.81540787,85.87597157,29.31777778,0,8,67,,
754,11-04-2015 00:00,A,67,6904.627663,66.7172958,81.28355384,28.42486111,0,8,67,,
762,12-04-2015 00:00,A,70,6936.379729,65.7235451,78.74259501,28.07210271,0,8,70,,
770,13-04-2015 00:00,A,70,6977.236358,65.76282325,78.43557893,27.93631944,0,8,70,,
777,14-04-2015 00:00,A,70,6888.84029,64.97707932,76.86756455,27.74611111,0,8,70,,
783,15-04-2015 00:00,A,70,6889.09336,64.84056574,75.72291912,27.62097222,0,8,70,,
789,16-04-2015 00:00,A,70,6918.650988,65.52222035,77.49000577,28.11380985,0,8,70,,
797,17-04-2015 00:00,A,70,6932.385833,64.92368289,73.87141127,26.82659722,0,8,70,,
805,18-04-2015 00:00,A,70,6944.643093,65.14326608,74.01116297,27.39104167,0,8,70,,
813,19-04-2015 00:00,A,70,6968.004714,64.66462372,77.26393385,27.80090215,0,8,70,,
821,20-04-2015 00:00,A,70,6913.935812,64.51697777,77.41312681,27.70465278,0,8,70,,
829,21-04-2015 00:00,A,70,6956.461237,63.95490757,75.34407055,27.33805556,0,8,70,,
837,22-04-2015 00:00,A,70,6927.755788,63.80875325,74.622091,27.15493056,0,8,70,,
844,23-04-2015 00:00,A,70,6912.44942,64.28090229,74.07097721,27.04205413,0,8,70,,
852,24-04-2015 00:00,A,70,6922.449778,63.47461531,73.11074579,26.95625,0,8,70,,
860,25-04-2015 00:00,A,67,6961.500726,63.6917525,72.38045355,26.68458333,0,8,67,,
868,26-04-2015 00:00,A,67,6880.127747,63.76519155,71.65376656,26.49923611,0,8,67,,
876,27-04-2015 00:00,A,67,6928.44735,63.21379054,70.83647302,26.42081888,0,8,67,,
884,28-04-2015 00:00,A,67,6949.642797,63.58469515,70.86084651,26.39541667,0,8,67,,
892,29-04-2015 00:00,A,67,6930.15518,63.15912452,74.75089216,26.28673611,0,8,67,,
900,30-04-2015 00:00,A,67,6946.050002,63.09355578,72.86819495,26.26773074,0,8,67,,
907,01-05-2015 00:00,A,67,6895.673799,62.96835558,73.48154914,26.17708333,0,8,67,,
915,02-05-2015 00:00,A,67,6964.377403,62.89107331,76.58396996,26.15791667,0,8,67,,
923,03-05-2015 00:00,A,67,6967.315807,62.72280637,74.99378929,26.13479167,0,8,67,,
931,04-05-2015 00:00,A,65,6895.087843,63.48840307,74.45177921,25.84177654,0,8,65,,
939,05-05-2015 00:00,A,65,6927.946341,63.65797118,69.56401476,25.85354167,0,8,65,,
947,06-05-2015 00:00,A,65,6950.746531,63.20547988,70.04904916,25.86569444,0,8,65,,
955,07-05-2015 00:00,A,65,6942.542541,64.11999679,74.25608428,26.14993056,0,8,65,,
963,08-05-2015 00:00,A,65,6992.097909,63.16176844,76.13984278,26.07980569,0,8,65,,
971,09-05-2015 00:00,A,65,6916.062999,63.12667305,76.17556506,25.9135,0,8,65,,
979,10-05-2015 00:00,A,65,6910.299324,63.00007096,75.2451524,25.845625,0,8,65,,
987,11-05-2015 00:00,A,65,6955.314367,63.00350146,73.7394606,25.85284722,0,8,65,,
995,12-05-2015 00:00,A,64,6911.077576,63.75612128,73.86619451,25.79479167,0,8,64,,
1003,13-05-2015 00:00,A,61,6780.130457,63.66835842,71.50199548,25.78063845,0,8,61,,
1011,14-05-2015 00:00,A,62,6921.926402,62.76878442,75.08861651,25.56395833,0,8,62,,
1019,15-05-2015 00:00,A,62,6916.206111,62.76894477,77.20755832,25.66243056,0,8,62,,
1027,16-05-2015 00:00,A,62,7012.865303,62.85685857,77.59073346,25.76125,0,8,62,,
1035,17-05-2015 00:00,A,62,6956.683446,62.81159792,75.6946197,25.82095767,0,8,62,,
1043,18-05-2015 00:00,A,62,7000.648177,63.40908556,77.37044365,25.56763889,0,8,62,,
1051,19-05-2015 00:00,A,62,6970.218539,62.90741847,78.80459851,25.8412754,0,8,62,,
1059,20-05-2015 00:00,A,62,6882.044865,62.98005327,77.44068141,25.59145833,0,8,62,,
1067,21-05-2015 00:00,A,62,6941.706443,62.61967703,77.04054589,25.52498265,0,8,62,,
1075,22-05-2015 00:00,A,63,6904.746885,63.02978707,77.82457456,25.61930556,0,8,63,,
1083,23-05-2015 00:00,A,63,6964.080803,62.77030401,75.50439972,25.74310585,0,8,63,,
1091,24-05-2015 00:00,A,63,6961.546983,63.05508285,74.53901593,26.00923611,0,8,63,,
1099,25-05-2015 00:00,A,63,6898.368428,62.6783498,73.99517801,25.79500347,0,8,63,,
1107,26-05-2015 00:00,A,63,6975.343283,63.18031295,72.69653824,25.52076389,0,8,63,,
1115,27-05-2015 00:00,A,63,6949.966558,63.33713436,73.95812641,25.574375,0,8,63,,
1123,28-05-2015 00:00,A,62,6946.280078,63.01889604,73.24167966,25.75958333,0,8,62,,
1131,29-05-2015 00:00,A,62,6970.903823,62.84900119,72.55678411,25.70791117,0,8,62,,
1139,30-05-2015 00:00,A,62,6930.948913,62.90154637,69.83027833,25.54527778,0,8,62,,
1147,31-05-2015 00:00,A,62,6910.776678,62.71860747,72.08348063,25.30402778,0,8,62,,
1155,01-06-2015 00:00,A,62,6933.927893,63.30640868,72.2653828,25.49381944,0,8,62,,
1163,02-06-2015 00:00,A,61,6908.175092,62.69958767,71.49060559,25.51512838,0,8,61,,
1171,03-06-2015 00:00,A,61,6976.840972,62.55299081,70.94892266,25.53020833,0,8,61,,
1179,04-06-2015 00:00,A,61,6949.496999,63.36304056,71.01036917,25.646875,0,8,61,,
1187,05-06-2015 00:00,A,61,6906.197477,62.71398509,69.81447812,25.42722222,0,8,61,,
1195,06-06-2015 00:00,A,61,6995.053313,62.63471364,72.70361109,25.43900069,0,8,61,,
1203,07-06-2015 00:00,A,61,6921.235485,62.95568333,73.22165017,25.52583333,0,8,61,,
1211,08-06-2015 00:00,A,61,6890.422229,62.38395967,71.41928612,25.43027778,0,8,61,,
1219,09-06-2015 00:00,A,61,6955.019885,62.46942176,71.32688492,25.41832061,0,8,61,,
1227,10-06-2015 00:00,A,61,6927.330271,62.78336573,70.16073096,25.47833333,0,8,61,,
1235,11-06-2015 00:00,A,61,6945.974353,63.03082377,70.2278364,25.60618056,0,8,61,,
1243,12-06-2015 00:00,A,61,6900.841744,63.03775941,70.42339545,25.59819444,0,8,61,,
1251,13-06-2015 00:00,A,63,6908.947495,63.25452026,71.30704848,25.62755031,0,8,63,,
1259,14-06-2015 00:00,A,63,6972.688837,63.31267877,69.55047288,25.50729167,0,8,63,,
1267,15-06-2015 00:00,A,63,6975.532132,62.40840633,69.82288742,25.4125,0,8,63,,
1275,16-06-2015 00:00,A,63,6973.52376,63.16874469,70.49438016,25.42020833,0,8,63,,
1283,17-06-2015 00:00,A,63,6960.048249,62.96817582,69.51084792,25.57057599,0,8,63,,
1291,18-06-2015 00:00,A,63,6924.249941,62.49901111,70.8708882,25.49881944,0,8,63,,
1299,19-06-2015 00:00,A,64,6961.746329,62.72736614,69.39235553,25.51444444,0,8,64,,
1307,20-06-2015 00:00,A,64,6976.165851,62.60532834,68.16017558,25.63770833,0,8,64,,
1315,21-06-2015 00:00,A,64,6926.839649,63.17467363,69.92437962,25.43802915,0,8,64,,
1323,22-06-2015 00:00,A,64,6943.174055,62.47282192,69.60629087,25.305,0,8,64,,
1331,23-06-2015 00:00,A,64,7041.827463,63.21963497,68.93420306,25.42465278,0,8,64,,
1339,24-06-2015 00:00,A,64,7035.175809,63.32279452,70.42670482,25.48625,0,8,64,,
1347,25-06-2015 00:00,A,64,6978.429671,62.4216292,69.78942085,25.44149896,0,8,64,,
1355,26-06-2015 00:00,A,64,7016.33204,62.6560984,68.35629993,25.36527778,0,8,64,,
1363,27-06-2015 00:00,A,62,6967.095825,63.11640711,68.79482398,25.41763889,0,8,62,,
1371,28-06-2015 00:00,A,62,6970.835284,63.58753719,69.39617462,25.56826389,0,8,62,,
1379,29-06-2015 00:00,A,62,6938.549236,63.14535541,69.82447885,25.68716169,0,8,62,,
1387,30-06-2015 00:00,A,62,6955.158483,62.59575216,67.75475222,24.9234342,0,8,62,,
1395,01-07-2015 00:00,A,62,6977.306264,63.07484319,70.24168885,24.95972222,0,8,62,,
1403,02-07-2015 00:00,A,66,6948.136804,63.14280573,70.50655167,24.99861111,0,8,66,,
1411,03-07-2015 00:00,A,66,6992.839897,62.94560727,70.97427548,25.08292852,0,8,66,,
1419,04-07-2015 00:00,A,66,7013.587231,62.59322474,68.99152416,24.991875,0,8,66,,
1427,05-07-2015 00:00,A,66,6964.910902,63.11205463,67.66066784,25.07402778,0,8,66,,
1435,06-07-2015 00:00,A,66,6944.911983,62.29541466,68.20460123,24.98284722,0,8,66,,
1443,07-07-2015 00:00,A,66,6970.717654,63.8449845,69.32487311,25.59666898,0,8,66,,
1451,08-07-2015 00:00,A,64,7006.135447,62.36733815,67.76825998,25.36659722,0,8,64,,
1459,09-07-2015 00:00,A,64,6963.14554,62.13928431,66.49328296,25.22736111,0,8,64,,
1467,10-07-2015 00:00,A,64,6935.613388,62.97392888,66.80815445,25.24694444,0,8,64,,
1475,11-07-2015 00:00,A,69,6896.075093,62.83915017,65.82884384,25.10895212,0,8,69,,
1483,12-07-2015 00:00,A,69,6922.13038,62.24727975,66.63048458,25.01659722,0,8,69,,
1491,13-07-2015 00:00,A,69,6981.285513,62.8103524,66.44754394,25.10090278,0,8,69,,
1499,14-07-2015 00:00,A,69,6938.13533,62.69060678,66.61127575,25.12215278,0,8,69,,
1507,15-07-2015 00:00,A,69,6926.900218,62.85646472,66.60574136,25.15239417,0,8,69,,
1515,16-07-2015 00:00,A,69,6948.094032,62.06159631,66.58736361,25.05604167,0,8,69,,
1523,17-07-2015 00:00,A,69,6943.767063,62.48941684,65.15796059,24.85659722,0,8,69,,
1531,18-07-2015 00:00,A,69,6913.063569,62.70298553,69.59010386,24.34416667,0,8,69,,
1539,19-07-2015 00:00,A,69,6865.667617,62.86668515,68.02524545,24.72019431,0,8,69,,
1547,20-07-2015 00:00,A,69,6964.865946,62.28099671,69.30903761,24.80166667,0,8,69,,
1555,21-07-2015 00:00,A,63,6856.417618,62.86201923,67.66356838,24.910625,0,8,63,,
1563,22-07-2015 00:00,A,67,6633.006576,62.97885103,67.48003072,25.65854167,0,8,67,,
1571,23-07-2015 00:00,A,67,6947.546505,62.69421485,66.28482525,25.02005552,0,8,67,,
1579,24-07-2015 00:00,A,67,6767.793893,63.15322359,66.79437684,25.26840278,0,8,67,,
1587,25-07-2015 00:00,A,65,6934.070311,62.84713227,65.89432663,25.12152778,0,8,65,,
1595,26-07-2015 00:00,A,65,6910.152129,63.25382206,65.1350867,25.10548611,0,8,65,,
1603,27-07-2015 00:00,A,65,6920.508596,62.57760287,65.18556688,25.16875,0,8,65,,
1611,28-07-2015 00:00,A,65,6843.441931,64.92563127,64.01497165,25.43900069,0,8,65,,
1619,29-07-2015 00:00,A,65,6927.168256,63.53214142,66.33804575,25.40798611,0,8,65,,
1627,30-07-2015 00:00,A,65,6829.79287,63.49770557,63.91575608,24.9725,0,8,65,,
1635,31-07-2015 00:00,A,65,6933.448786,62.41966792,66.2965796,25.11465278,0,8,65,,
1643,01-08-2015 00:00,A,65,6973.313347,62.96179286,65.80988511,25.08285913,0,8,65,,
1651,02-08-2015 00:00,A,65,6946.362067,62.6861805,65.55528152,25.20784722,0,8,65,,
1659,03-08-2015 00:00,A,65,6885.731689,62.48375596,66.21508463,25.30055556,0,8,65,,
1667,04-08-2015 00:00,A,65,6982.55584,62.64298245,65.95763698,25.99958333,0,8,65,,
1675,05-08-2015 00:00,A,65,6909.054975,63.22697631,64.41221488,25.15239417,0,8,65,,
1683,06-08-2015 00:00,A,65,6907.572887,62.96351475,65.04514855,25.09784722,0,8,65,,
1691,07-08-2015 00:00,A,65,6846.682832,63.17739957,66.86359739,25.19409722,0,8,65,,
1699,08-08-2015 00:00,A,66,6908.573807,63.18831199,65.1753142,25.14458333,0,8,66,,
1707,09-08-2015 00:00,A,66,6969.328182,62.78028319,65.26080906,25.13108952,0,8,66,,
1715,10-08-2015 00:00,A,66,6974.634661,63.13657687,65.95611714,25.02555556,0,8,66,,
1723,11-08-2015 00:00,A,66,6945.025459,62.56681947,64.73873175,25.16243056,0,8,66,,
1731,12-08-2015 00:00,A,66,6881.940095,62.43276839,64.65841012,25.21083333,0,8,66,,
1739,13-08-2015 00:00,A,67,6852.930182,63.41682419,64.87418758,25.26807772,0,8,67,,
1747,14-08-2015 00:00,A,67,6919.430488,63.34181423,66.4697362,25.22027778,0,8,67,,
1755,15-08-2015 00:00,A,67,6893.228183,63.32865205,66.13176778,25.25229167,0,8,67,,
1763,16-08-2015 00:00,A,67,6917.784752,63.42358283,65.10999294,25.16486111,0,8,67,,
1771,17-08-2015 00:00,A,67,6807.845094,63.31172135,65.96096794,25.17522554,0,8,67,,
1779,18-08-2015 00:00,A,67,6827.073343,63.32941023,65.0377761,25.09229167,0,8,67,,
1787,19-08-2015 00:00,A,67,6869.30353,63.24033782,64.95238377,25.41159722,0,8,67,,
1795,20-08-2015 00:00,A,67,6876.136895,63.30369755,66.42115081,25.28111111,0,8,67,,
1803,21-08-2015 00:00,A,67,6941.548301,62.829842,66.57016067,25.1704372,0,8,67,,
1811,22-08-2015 00:00,A,67,6921.170118,62.42766513,65.88734551,25.09166667,0,8,67,,
1819,23-08-2015 00:00,A,67,6922.768831,62.52166328,65.15425514,25.18729167,0,8,67,,
1827,24-08-2015 00:00,A,67,6989.391085,62.942806,64.99824321,25.16138889,0,8,67,,
1835,25-08-2015 00:00,A,67,6965.069111,63.43598144,65.10722024,25.02942401,0,8,67,,
1843,26-08-2015 00:00,A,67,6961.368858,63.33804857,64.87107346,25.00555556,0,8,67,,
1851,27-08-2015 00:00,A,67,6985.092557,63.07776984,65.36405455,25.09756944,0,8,67,,
1859,28-08-2015 00:00,A,68,7007.967347,63.20555444,66.8133144,25.08875,0,8,68,,
1867,29-08-2015 00:00,A,68,6958.244249,62.79146738,65.06417952,24.99472222,0,8,68,,
1875,30-08-2015 00:00,A,68,7025.318545,62.38057494,65.440881,24.99410132,0,8,68,,
1883,31-08-2015 00:00,A,68,6979.123981,63.14363824,65.09158046,25.05479167,0,8,68,,
1891,01-09-2015 00:00,A,68,6991.920091,62.95657535,65.88061629,24.92715278,0,8,68,,
1899,02-09-2015 00:00,A,68,7019.853046,63.22357276,65.26662778,25.00145833,0,8,68,,
1907,03-09-2015 00:00,A,68,6975.660632,62.94411661,66.27416721,24.91179736,0,8,68,,
1915,04-09-2015 00:00,A,68,6996.284579,62.46888894,65.61201656,24.93277778,0,8,68,,
1923,05-09-2015 00:00,A,63,6897.590303,62.72774138,65.28389279,24.84673611,0,8,63,,
1931,06-09-2015 00:00,A,63,7004.331297,62.25702528,64.83617268,24.81145833,0,8,63,,
1939,07-09-2015 00:00,A,63,6963.495686,62.33275587,65.42077352,24.83178348,0,8,63,,
1947,08-09-2015 00:00,A,63,7006.646112,62.89742914,66.21225737,24.81979167,0,8,63,,
1955,09-09-2015 00:00,A,63,6973.235196,62.61730764,65.41819659,24.81388889,0,8,63,,
1963,10-09-2015 00:00,A,63,7022.954831,63.13301573,64.53358323,24.76236111,0,8,63,,
1971,11-09-2015 00:00,A,64,6973.794618,62.39324626,65.44367092,24.85211659,0,8,64,,
1979,12-09-2015 00:00,A,64,6948.48047,62.61465964,64.91525625,24.83326389,0,8,64,,
1987,13-09-2015 00:00,A,64,7019.387579,62.3957187,64.38822955,24.87020833,0,8,64,,
1995,14-09-2015 00:00,A,64,7013.640705,62.42522623,65.9254257,24.94680556,0,8,64,,
2003,15-09-2015 00:00,A,64,7000.359618,62.82427232,65.02915458,24.90353921,0,8,64,,
2011,16-09-2015 00:00,A,64,6976.581424,63.36264311,67.83819058,25.3895554,0,8,64,,
2019,17-09-2015 00:00,A,64,7004.268478,63.3146883,65.74224522,25.33361111,0,8,64,,
2027,18-09-2015 00:00,A,64,6961.543044,62.67487969,64.94735183,25.19680556,0,8,64,,
2035,19-09-2015 00:00,A,64,6972.10385,62.99967588,66.24350571,25.20215128,0,8,64,,
2043,20-09-2015 00:00,A,64,6995.028534,62.34663609,64.7162244,24.64361111,0,8,64,,
2051,21-09-2015 00:00,A,64,7011.196605,63.15447068,67.47028328,25.21486111,0,8,64,,
2059,22-09-2015 00:00,A,64,6963.865145,63.08958836,69.05635268,25.27154754,0,8,64,,
2067,23-09-2015 00:00,A,64,6999.626732,63.01379627,66.68217035,25.22291667,0,8,64,,
2075,24-09-2015 00:00,A,64,7037.847004,62.42192822,66.87352112,25.15708333,0,8,64,,
2083,25-09-2015 00:00,A,64,7053.962564,63.01261662,66.56321158,24.99875087,0,8,64,,
2091,26-09-2015 00:00,A,64,6998.047659,62.87836038,67.70688395,24.95430556,0,8,64,,
2099,27-09-2015 00:00,A,64,6956.660945,62.79724344,66.75659535,24.94645833,0,8,64,,
2107,28-09-2015 00:00,A,61,7010.428572,62.68431667,67.1125466,24.91172797,0,8,61,,
2115,29-09-2015 00:00,A,61,7064.228238,62.63921386,67.26510828,24.88611111,0,8,61,,
2123,30-09-2015 00:00,A,61,6996.608727,62.7423337,66.56479448,24.85215278,0,8,61,,
2131,01-10-2015 00:00,A,61,7019.646336,62.39395152,66.4942904,24.84871617,0,8,61,,
2139,02-10-2015 00:00,A,61,7016.24912,61.96532392,65.99964122,24.84954386,0,8,61,,
2147,03-10-2015 00:00,A,61,6953.503133,62.43314005,66.4665389,24.81152778,0,8,61,,
2155,04-10-2015 00:00,A,61,9421.090667,53.7527032,81.88862334,19.99916667,0,8,61,,
2163,05-10-2015 00:00,A,40,10410.63209,47.8750102,57.08748429,16.57439278,0,8,40,,
2171,06-10-2015 00:00,A,24,8080.168632,52.64728764,31.46777985,26.53923611,0,8,24,,
2179,07-10-2015 00:00,A,69,12809.39624,60.59305128,85.89761036,27.79180556,0,8,69,,
2187,08-10-2015 00:00,A,69,9791.522749,69.13480423,94.65022184,36.52456627,0,8,69,,
